АВС/ DEF;От;До;Емкость;Оператор;Регион
904	;	8102084	;	8102084	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8102085	;	8102097	;	13	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8102098	;	8102098	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8102099	;	8102228	;	130	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8102229	;	8102229	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8102230	;	8102376	;	147	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8102377	;	8102377	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8102378	;	8102468	;	91	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8102469	;	8102469	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8102470	;	8102805	;	336	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8102806	;	8102806	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8102807	;	8102856	;	50	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8102857	;	8102857	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8102858	;	8103455	;	598	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8103456	;	8103456	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8103457	;	8103727	;	271	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8103728	;	8103728	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8103729	;	8103903	;	175	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8103904	;	8103904	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8103905	;	8103912	;	8	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8103913	;	8103913	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8103914	;	8103922	;	9	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8103923	;	8103923	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8103924	;	8103932	;	9	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8103933	;	8103933	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8103934	;	8103985	;	52	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8103986	;	8103986	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8103987	;	8104248	;	262	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8104249	;	8104249	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8104250	;	8104252	;	3	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8104253	;	8104253	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8104254	;	8104411	;	158	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8104412	;	8104412	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8104413	;	8104732	;	320	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8104733	;	8104733	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8104734	;	8107029	;	2296	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8107030	;	8107030	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8107031	;	8107086	;	56	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8107087	;	8107087	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8107088	;	8107769	;	682	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8107770	;	8107770	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8107771	;	8107771	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8107772	;	8107772	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8107773	;	8108209	;	437	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8108210	;	8108210	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8108211	;	8108645	;	435	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8108646	;	8108646	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8108647	;	8108726	;	80	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8108727	;	8108728	;	2	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8108729	;	8108953	;	225	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8108954	;	8108954	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8108955	;	8109660	;	706	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8109661	;	8109661	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8109662	;	8109988	;	327	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8109989	;	8109989	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8109990	;	8110046	;	57	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8110047	;	8110047	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8110048	;	8110137	;	90	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8110138	;	8110138	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8110139	;	8110141	;	3	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8110142	;	8110142	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8110143	;	8110289	;	147	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8110290	;	8110290	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8110291	;	8110365	;	75	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8110366	;	8110366	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8110367	;	8110635	;	269	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8110636	;	8110636	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8110637	;	8110677	;	41	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8110678	;	8110678	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8110679	;	8110683	;	5	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8110684	;	8110684	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8110685	;	8110711	;	27	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8110712	;	8110712	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8110713	;	8110771	;	59	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8110772	;	8110772	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8110773	;	8110774	;	2	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8110775	;	8110775	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8110776	;	8110779	;	4	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8110780	;	8110780	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8110781	;	8110795	;	15	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8110796	;	8110796	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8110797	;	8110808	;	12	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8110809	;	8110809	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8110810	;	8110811	;	2	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8110812	;	8110812	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8110813	;	8110827	;	15	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8110828	;	8110828	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8110829	;	8110866	;	38	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8110867	;	8110867	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8110868	;	8110878	;	11	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8110879	;	8110879	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8110880	;	8111127	;	248	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8111128	;	8111128	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8111129	;	8111211	;	83	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8111212	;	8111212	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8111213	;	8111562	;	350	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8111563	;	8111563	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8111564	;	8111569	;	6	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8111570	;	8111570	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8111571	;	8111587	;	17	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8111588	;	8111588	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8111589	;	8111589	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8111590	;	8111590	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8111591	;	8112199	;	609	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8112200	;	8112200	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8112201	;	8112240	;	40	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8112241	;	8112241	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8112242	;	8112489	;	248	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8112490	;	8112490	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8112491	;	8112496	;	6	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8112497	;	8112497	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8112498	;	8112561	;	64	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8112562	;	8112562	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8112563	;	8112631	;	69	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8112632	;	8112632	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8112633	;	8112875	;	243	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8112876	;	8112876	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8112877	;	8112994	;	118	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8112995	;	8112995	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8112996	;	8113019	;	24	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8113020	;	8113020	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8113021	;	8113248	;	228	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8113249	;	8113249	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8113250	;	8113253	;	4	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8113254	;	8113254	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8113255	;	8113563	;	309	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8113564	;	8113564	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8113565	;	8113718	;	154	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8113719	;	8113719	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8113720	;	8113859	;	140	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8113860	;	8113860	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8113861	;	8113960	;	100	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8113961	;	8113961	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8113962	;	8113966	;	5	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8113967	;	8113967	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8113968	;	8113976	;	9	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8113977	;	8113977	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8113978	;	8113979	;	2	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8113980	;	8113980	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8113981	;	8113981	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8113982	;	8113982	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8113983	;	8114049	;	67	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8114050	;	8114050	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8114051	;	8114126	;	76	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8114127	;	8114127	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8114128	;	8114194	;	67	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8114195	;	8114195	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8114196	;	8114253	;	58	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8114254	;	8114254	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8114255	;	8116157	;	1903	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8116158	;	8116158	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8116159	;	8116745	;	587	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8116746	;	8116746	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8116747	;	8116783	;	37	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8116784	;	8116784	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8116785	;	8116829	;	45	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8116830	;	8116830	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8116831	;	8117170	;	340	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8117171	;	8117171	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8117172	;	8117798	;	627	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8117799	;	8117799	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8117800	;	8118008	;	209	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8118009	;	8118009	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8118010	;	8118015	;	6	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8118016	;	8118016	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8118017	;	8118021	;	5	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8118022	;	8118022	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8118023	;	8118027	;	5	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8118028	;	8118028	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8118029	;	8118266	;	238	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8118267	;	8118267	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8118268	;	8118277	;	10	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8118278	;	8118278	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8118279	;	8118556	;	278	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8118557	;	8118557	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8118558	;	8118963	;	406	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8118964	;	8118964	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8118965	;	8119049	;	85	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8119050	;	8119050	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8119051	;	8119059	;	9	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8119060	;	8119060	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8119061	;	8119110	;	50	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8119111	;	8119111	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8119112	;	8120004	;	893	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8120005	;	8120005	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8120006	;	8120118	;	113	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8120119	;	8120119	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8120120	;	8120127	;	8	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8120128	;	8120128	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8120129	;	8121001	;	873	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8121002	;	8121002	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8121003	;	8121201	;	199	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8121202	;	8121202	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8121203	;	8121204	;	2	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8121205	;	8121205	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8121206	;	8121545	;	340	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8121546	;	8121546	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8121547	;	8122739	;	1193	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8122740	;	8122740	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8122741	;	8122766	;	26	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8122767	;	8122767	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8122768	;	8123378	;	611	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8123379	;	8123379	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8123380	;	8123708	;	329	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8123709	;	8123709	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8123710	;	8124298	;	589	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8124299	;	8124299	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8124300	;	8124673	;	374	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8124674	;	8124674	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8124675	;	8124810	;	136	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8124811	;	8124811	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8124812	;	8127371	;	2560	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8127372	;	8127372	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8127373	;	8129298	;	1926	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8129299	;	8129299	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8129300	;	8129577	;	278	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8129578	;	8129578	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8129579	;	8129579	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8129580	;	8129580	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8129581	;	8129583	;	3	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8129584	;	8129584	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8129585	;	8129594	;	10	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8129595	;	8129595	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8129596	;	8129604	;	9	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8129605	;	8129605	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8129606	;	8129606	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8129607	;	8129607	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8129608	;	8129611	;	4	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8129612	;	8129612	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8129613	;	8129725	;	113	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8129726	;	8129726	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8129727	;	8129779	;	53	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8129780	;	8129780	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8129781	;	8129782	;	2	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8129783	;	8129783	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8129784	;	8129835	;	52	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8129836	;	8129836	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8129837	;	8129871	;	35	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8129872	;	8129872	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8129873	;	8129898	;	26	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8129899	;	8129899	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8129900	;	8129900	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8129901	;	8129901	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8129902	;	8129933	;	32	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8129934	;	8129935	;	2	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8129936	;	8129936	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8129937	;	8129938	;	2	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8129939	;	8129980	;	42	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8129981	;	8129981	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8129982	;	8129988	;	7	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8129989	;	8129989	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8129990	;	8129993	;	4	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8129994	;	8129994	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8129995	;	8130093	;	99	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8130094	;	8130094	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8130095	;	8130112	;	18	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8130113	;	8130113	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8130114	;	8130150	;	37	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8130151	;	8130151	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8130152	;	8130160	;	9	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8130161	;	8130161	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8130162	;	8130185	;	24	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8130186	;	8130186	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8130187	;	8130213	;	27	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8130214	;	8130214	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8130215	;	8130242	;	28	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8130243	;	8130243	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8130244	;	8130263	;	20	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8130264	;	8130264	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8130265	;	8130278	;	14	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8130279	;	8130279	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8130280	;	8130280	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8130281	;	8130281	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8130282	;	8130311	;	30	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8130312	;	8130312	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8130313	;	8130319	;	7	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8130320	;	8130320	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8130321	;	8130344	;	24	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8130345	;	8130345	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8130346	;	8130347	;	2	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8130348	;	8130348	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8130349	;	8130484	;	136	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8130485	;	8130485	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8130486	;	8130503	;	18	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8130504	;	8130504	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8130505	;	8130652	;	148	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8130653	;	8130653	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8130654	;	8130669	;	16	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8130670	;	8130670	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8130671	;	8130682	;	12	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8130683	;	8130683	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8130684	;	8130917	;	234	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8130918	;	8130918	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8130919	;	8131059	;	141	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8131060	;	8131060	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8131061	;	8131175	;	115	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8131176	;	8131176	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8131177	;	8131578	;	402	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8131579	;	8131579	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8131580	;	8131853	;	274	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8131854	;	8131854	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8131855	;	8131887	;	33	;	ООО "Т2 Мобайл"	;	Челябинская обл.
904	;	8131888	;	8131888	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
